#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-10T05:56:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fd1ae19b206	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/A+A/632/A77&tab:{J/A+A/632/A77/3hsp-v9}&key:source=J/A+A/632/A77/3hsp-v9&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/632/A77/3hsp-v9
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=sflag
#-out=BZCat
#-out=lognu
#-out=lognufnu
#-out=f_lognu
#-out=z
#-out=f_z
#-out=Gamma
#-out=FOM
#-out=WHSP
#

#RESOURCE=yCat_36320077
#Name: J/A+A/632/A77
#Title: 3HSP blazars catalog (Chang+, 2019)
#Table	J_A_A_632_A77_3hsp-v9:
#Name: J/A+A/632/A77/3hsp-v9
#Title: The 3HSP catalog (table 1)
#Column	_RAJ2000	(A13)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A13)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(A20)	Designation (3HSPJHHMMSS.s+DDMMSS)	[ucd=meta.id;phys.atmol.configuration]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	sflag	(I1)	[0/4] Source Flag (1)	[ucd=meta.code]
#Column	BZCat	(A14)	BZCat counterpart (5BZ[BGU]JHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
#Column	lognu	(F4.1)	Log Synchrotron peak frequency	[ucd=em.freq;stat.max]
#Column	lognufnu	(F5.1)	Log Synchrotron peak flux (erg/cm^2^/s)	[ucd=phot.flux.density;em.gamma.hard]
#Column	f_lognu	(I1)	[1/3] Synchrotron peak estimation flag (G1)	[ucd=meta.code]
#Column	z	(F7.4)	? Redshift	[ucd=src.redshift]
#Column	f_z	(I1)	[0/5]? Redshift flag (G1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(A18)	Fermi gamma-ray counterpart	[ucd=meta.id.cross]
#Column	FOM	(F5.2)	Figure of Merit (G2)	[ucd=meta.code.qual]
#Column	WHSP	(A21)	2WHSP counterpart (2WHSPJHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
_RAJ2000|_DEJ2000|Name|RAJ2000|DEJ2000|sflag|BZCat|lognu|lognufnu|f_lognu|z|f_z|Gamma|FOM|WHSP
04 48 55.0896|-10 18 55.296|3HSPJ044855.1-101855|072.22954|-10.31536|0|              |16.1|-12.3|1| 0.5800|5|                  | 0.20|2WHSPJ044855.0-101855
04 49 17.0496|-42 23 42.900|3HSPJ044917.0-422342|072.32104|-42.39525|1|              |16.1|-12.4|1| 0.3800|5|                  | 0.16|2WHSPJ044916.9-422342
04 49 24.6912|-43 50 08.916|3HSPJ044924.7-435008|072.35288|-43.83581|0|5BZBJ0449-4350|15.5|-10.3|1| 0.1900|3|4FGL J0449.4-4350 |19.95|2WHSPJ044924.6-435008
04 50 39.2808|-16 02 12.300|3HSPJ045039.3-160212|072.66367|-16.03675|1|              |16.2|-12.3|1|       | |                  | 0.20|2WHSPJ045039.1-160212
04 51 07.5000|-23 25 33.888|3HSPJ045107.1-232533|072.78125|-23.42608|0|              |16.5|-12.1|1| 0.3600|5|                  | 0.32|2WHSPJ045107.5-232532
04 51 48.6408|+57 21 41.688|3HSPJ045148.6+572141|072.95267|+57.36158|0|              |15.7|-11.7|1| 0.3100|5|4FGL J0451.8+5721 | 0.79|
04 52 15.3000|+21 03 03.816|3HSPJ045215.0+210303|073.06375|+21.05106|0|              |16.7|-12.2|1| 0.3100|5|FL8Y J0452.0+2059 | 0.25|2WHSPJ045215.3+210302
04 52 49.5000|-00 01 51.996|3HSPJ045249.5-000152|073.20625|-00.03111|2|              |16.7|-12.4|1| 0.3300|5|                  | 0.16|2WHSPJ045249.4-000151
04 56 58.5504|-08 05 30.516|3HSPJ045658.6-080530|074.24396|-08.09181|1|              |15.7|-12.2|1| 0.3900|5|                  | 0.25|2WHSPJ045658.5-080530
04 57 41.6208|+06 22 21.612|3HSPJ045741.6+062221|074.42342|+06.37267|1|              |15.4|-12.1|1| 0.3200|5|                  | 0.32|2WHSPJ045741.5+062220
04 57 44.2392|-01 49 32.088|3HSPJ045744.2-014932|074.43433|-01.82558|1|              |15.2|-12.3|1|       | |                  | 0.20|2WHSPJ045744.2-014932
04 58 04.8792|+11 51 43.092|3HSPJ045804.9+115143|074.52033|+11.86197|0|              |15.0|-12.3|2| 0.2000|5|4FGL J0458.0+1152 | 0.20|
04 58 23.5392|-86 44 08.988|3HSPJ045823.5-864409|074.59808|-86.73583|0|              |16.6|-12.2|1| 0.2200|5|                  | 0.25|2WHSPJ045823.5-864408
04 58 34.8000|+08 56 43.404|3HSPJ045834.8+085643|074.64500|+08.94539|0|              |16.7|-12.2|1| 0.2700|5|                  | 0.25|2WHSPJ045834.7+085643
04 59 36.9912|-54 17 07.404|3HSPJ045937.0-541707|074.90413|-54.28539|0|              |17.2|-12.4|1| 0.5000|5|4FGL J0459.7-5413 | 0.16|
05 00 21.4800|+52 38 01.500|3HSPJ050021.5+523801|075.08950|+52.63375|0|              |17.6|-11.4|1| 0.1500|5|4FGL J0500.2+5237 | 1.58|
05 00 43.9008|+19 03 17.316|3HSPJ050043.1+190317|075.18292|+19.05481|0|              |15.5|-12.3|2| 0.2500|5|FL8Y J0500.6+1904 | 0.20|
05 01 30.0000|+02 04 00.516|3HSPJ050130.0+020400|075.37500|+02.06681|4|              |16.1|-12.4|1| 0.5800|5|                  | 0.16|
05 01 41.1600|+30 48 25.596|3HSPJ050141.2+304825|075.42150|+30.80711|0|              |16.6|-11.8|1| 0.3100|5|4FGL J0501.7+3048 | 0.63|
05 02 40.7304|-12 04 29.496|3HSPJ050240.7-120429|075.66971|-12.07486|1|              |16.4|-12.4|1| 0.4500|5|                  | 0.16|2WHSPJ050240.6-120428
05 02 44.8008|-45 04 55.596|3HSPJ050244.1-450455|075.68667|-45.08211|1|              |15.6|-12.3|1| 0.3100|5|                  | 0.20|2WHSPJ050244.8-450454
05 03 05.8296|+65 34 01.092|3HSPJ050305.8+653401|075.77429|+65.56697|0|5BZBJ0503+6534|17.0|-11.4|2| 0.2500|5|4FGL J0502.9+6533 | 1.58|
05 03 19.0800|-39 00 22.716|3HSPJ050319.1-390022|075.82950|-39.00631|1|              |16.8|-12.4|1| 0.1560|1|                  | 0.16|2WHSPJ050319.0-390021
05 03 35.4096|-11 15 06.192|3HSPJ050335.0-111506|075.89754|-11.25172|0|5BZBJ0503-1115|16.9|-11.9|1| 0.4000|3|4FGL J0503.5-1116 | 0.50|2WHSPJ050335.3-111506
05 03 39.5688|+45 16 59.412|3HSPJ050339.6+451659|075.91487|+45.28317|0|              |15.7|-11.7|1| 0.2500|5|4FGL J0503.6+4518 | 0.79|
05 04 19.5096|-09 56 32.784|3HSPJ050419.1-095632|076.08129|-09.94244|0|              |17.9|-11.6|1| 0.3200|4|J050419.5-095631  | 1.00|2WHSPJ050419.5-095631
05 05 34.7592|+04 15 54.504|3HSPJ050534.8+041554|076.39483|+04.26514|0|5BZBJ0505+0415|15.8|-11.6|1| 0.4240|1|4FGL J0505.6+0415 | 1.00|2WHSPJ050534.6+041553
05 05 52.0488|-81 43 58.296|3HSPJ050552.0-814358|076.46687|-81.73286|1|              |15.6|-12.5|1| 0.3700|5|                  | 0.13|2WHSPJ050552.0-814358
05 05 58.7904|+61 13 35.904|3HSPJ050558.8+611335|076.49496|+61.22664|0|5BZBJ0505+6113|15.8|-12.0|1| 0.2700|5|4FGL J0506.0+6113 | 0.40|2WHSPJ050558.6+611335
05 05 59.6904|-29 26 30.804|3HSPJ050559.7-292630|076.49871|-29.44189|0|              |15.5|-12.3|1| 0.4400|5|                  | 0.20|2WHSPJ050559.5-292630
05 06 01.6704|-38 20 55.500|3HSPJ050601.7-382055|076.50696|-38.34875|0|              |16.2|-12.0|1| 0.1820|1|4FGL J0505.8-3817 | 0.40|2WHSPJ050601.6-382054
05 06 39.9000|-08 58 01.812|3HSPJ050639.1-085801|076.66625|-08.96717|0|5BZBJ0506-0858|15.3|-12.1|1| 0.2800|5|4FGL J0506.7-0857 | 0.32|2WHSPJ050639.9-085800
05 06 43.0392|-23 44 19.392|3HSPJ050643.0-234419|076.67933|-23.73872|1|              |16.7|-12.4|1| 0.4500|4|                  | 0.16|2WHSPJ050643.0-234418
05 06 50.1408|+03 23 58.704|3HSPJ050650.1+032358|076.70892|+03.39964|0|              |15.8|-12.1|1| 0.3200|5|4FGL J0506.9+0323 | 0.32|
05 06 57.7992|-54 35 03.912|3HSPJ050657.8-543503|076.74083|-54.58442|0|5BZBJ0506-5435|16.1|-11.3|1| 0.2600|3|4FGL J0506.9-5435 | 2.00|2WHSPJ050657.7-543503
05 07 09.3096|-38 59 48.696|3HSPJ050709.0-385948|076.78879|-38.99686|0|              |17.5|-12.2|3| 0.5500|5|                  | 0.25|2WHSPJ050709.2-385948
05 07 27.2712|-33 46 35.400|3HSPJ050727.3-334635|076.86363|-33.77650|0|              |17.7|-11.8|1| 0.3900|2|4FGL J0507.4-3346 | 0.63|2WHSPJ050727.1-334635
05 07 56.1600|+67 37 24.312|3HSPJ050756.2+673724|076.98400|+67.62342|0|5BZBJ0507+6737|17.9|-10.7|1| 0.3400|2|4FGL J0507.9+6737 | 7.94|2WHSPJ050756.0+673723
05 08 13.1088|-28 07 42.708|3HSPJ050813.0-280742|077.05462|-28.12853|0|              |16.7|-12.4|1| 0.2600|5|                  | 0.16|2WHSPJ050813.0-280741
05 08 33.3888|+05 31 09.084|3HSPJ050833.4+053109|077.13912|+05.51919|0|              |15.6|-11.8|1|       | |                  | 0.63|2WHSPJ050833.3+053109
05 09 12.8808|-73 17 55.608|3HSPJ050912.9-731755|077.30367|-73.29878|0|              |16.4|-12.1|1|       | |                  | 0.32|2WHSPJ050912.7-731754
05 09 38.1696|-04 00 45.612|3HSPJ050938.2-040045|077.40904|-04.01267|0|5BZBJ0509-0400|17.8|-11.4|1| 0.3040|1|4FGL J0509.6-0402 | 1.58|2WHSPJ050938.0-040045
05 09 39.8688|-25 14 03.012|3HSPJ050939.9-251403|077.41612|-25.23417|0|5BZBJ0509-2514|16.5|-12.2|2| 0.2640|1|                  | 0.25|2WHSPJ050939.7-251403
05 09 57.2808|-64 17 41.604|3HSPJ050957.3-641741|077.48867|-64.29489|0|              |17.4|-11.4|1|       | |4FGL J0509.9-6417 | 1.58|
05 13 04.4808|-02 20 34.584|3HSPJ051304.5-022034|078.26867|-02.34294|1|              |15.9|-12.3|1| 0.2900|5|                  | 0.20|2WHSPJ051304.3-022034
05 14 27.0912|-34 12 25.812|3HSPJ051427.1-341225|078.61288|-34.20717|0|              |16.7|-12.2|1| 0.4000|2|                  | 0.25|2WHSPJ051426.9-341224
05 14 39.1512|-00 11 04.200|3HSPJ051439.2-001104|078.66313|-00.18450|2|              |15.4|-12.3|1| 0.2800|5|                  | 0.20|2WHSPJ051439.1-001103
05 15 33.1896|-01 23 55.212|3HSPJ051533.2-012355|078.88829|-01.39867|0|              |15.6|-11.7|1| 0.2500|5|4FGL J0515.5-0125 | 0.79|
05 16 31.2096|+73 51 08.604|3HSPJ051631.0+735108|079.13004|+73.85239|0|5BZBJ0516+7351|16.2|-11.9|1| 0.2510|1|4FGL J0516.4+7350 | 0.50|2WHSPJ051631.1+735107
05 18 45.4704|-57 20 55.716|3HSPJ051845.5-572055|079.68946|-57.34881|0|              |17.0|-12.4|1| 0.4000|4|                  | 0.16|2WHSPJ051845.4-572054
05 20 26.1696|-55 54 30.600|3HSPJ052026.2-555430|080.10904|-55.90850|1|              |15.4|-12.3|1| 0.3700|5|                  | 0.20|2WHSPJ052026.0-555429
05 20 41.9808|+65 33 51.696|3HSPJ052042.0+653351|080.17492|+65.56436|0|              |17.4|-12.0|1| 0.4000|5|                  | 0.40|2WHSPJ052041.8+653351
05 21 33.6600|-29 57 48.312|3HSPJ052133.7-295748|080.39025|-29.96342|0|              |16.1|-12.4|1| 0.4500|5|                  | 0.16|2WHSPJ052133.6-295747
05 21 45.9600|+21 12 51.408|3HSPJ052146.0+211251|080.44150|+21.21428|0|5BZBJ0521+2112|15.1|-10.6|1| 0.1080|1|4FGL J0521.7+2112 |10.00|2WHSPJ052145.9+211251
05 23 43.3008|-81 42 01.908|3HSPJ052343.0-814201|080.93042|-81.70053|1|              |16.4|-12.4|1| 0.2800|5|                  | 0.16|2WHSPJ052343.3-814201
05 24 37.9896|+75 40 00.912|3HSPJ052438.0+754000|081.15829|+75.66692|1|              |16.1|-12.3|1| 0.5000|5|                  | 0.20|2WHSPJ052437.9+754000
05 24 39.7608|-26 15 54.900|3HSPJ052439.8-261554|081.16567|-26.26525|0|              |16.8|-12.1|1| 0.2600|4|                  | 0.32|2WHSPJ052439.7-261554
05 25 42.4200|-60 13 40.188|3HSPJ052542.4-601340|081.42675|-60.22783|0|              |16.2|-12.7|1| 0.4500|5|4FGL J0525.6-6013 | 0.08|2WHSPJ052542.4-601340
05 26 43.1904|-18 08 13.812|3HSPJ052643.2-180813|081.67996|-18.13717|2|              |15.7|-12.1|1|       | |                  | 0.32|2WHSPJ052643.0-180812
05 26 45.4392|-15 19 00.516|3HSPJ052645.4-151900|081.68933|-15.31681|0|              |15.7|-11.4|1| 0.2100|5|4FGL J0526.7-1519 | 1.58|2WHSPJ052645.4-151900
05 28 46.0608|-59 20 03.588|3HSPJ052846.1-592003|082.19192|-59.33433|0|              |15.2|-11.9|1| 1.1300|2|4FGL J0528.7-5920 | 0.50|
05 29 02.5608|+09 34 35.400|3HSPJ052902.6+093435|082.26067|+09.57650|0|              |17.7|-11.5|1| 0.3000|5|4FGL J0529.1+0935 | 1.26|2WHSPJ052902.5+093435
05 31 38.3904|+07 30 39.996|3HSPJ053138.4+073040|082.90996|+07.51111|0|              |15.7|-12.4|1| 0.5000|5|                  | 0.16|
05 35 47.3688|-31 53 42.792|3HSPJ053547.4-315342|083.94737|-31.89522|1|              |16.2|-12.6|1| 0.5000|5|                  | 0.10|2WHSPJ053547.2-315341
05 36 26.8896|-25 47 48.192|3HSPJ053626.9-254748|084.11204|-25.79672|4|              |15.9|-12.8|1|       | |4FGL J0536.5-2548 | 0.06|2WHSPJ053626.8-254748
05 36 29.0592|-33 43 02.496|3HSPJ053629.1-334302|084.12108|-33.71736|0|5BZBJ0536-3343|16.0|-11.3|1| 0.3400|3|4FGL J0536.4-3343 | 2.00|2WHSPJ053628.9-334301
05 36 29.8512|-75 24 12.816|3HSPJ053629.9-752412|084.12438|-75.40356|0|              |16.1|-12.1|1| 0.5600|5|                  | 0.32|2WHSPJ053629.8-752411
05 36 45.3408|-25 58 41.484|3HSPJ053645.3-255841|084.18892|-25.97819|0|              |17.2|-12.6|1| 0.3200|5|J053645.2-255841  | 0.10|2WHSPJ053645.2-255841
05 37 37.4904|-23 37 00.012|3HSPJ053737.5-233700|084.40621|-23.61667|1|              |15.5|-12.8|1| 0.4300|5|                  | 0.06|2WHSPJ053737.3-233700
05 37 37.6704|-14 04 40.116|3HSPJ053737.7-140440|084.40696|-14.07781|1|              |16.0|-12.3|1| 0.2000|5|                  | 0.20|2WHSPJ053737.6-140440
05 37 48.9600|-57 18 30.096|3HSPJ053749.0-571830|084.45400|-57.30836|0|5BZBJ0537-5718|15.1|-11.7|1| 1.1800|2|4FGL J0537.7-5717 | 0.79|
05 38 09.7896|+03 15 56.412|3HSPJ053809.8+031556|084.54079|+03.26567|1|              |15.9|-12.4|1| 0.4200|5|                  | 0.16|2WHSPJ053809.7+031556
05 38 10.3608|-39 08 42.504|3HSPJ053810.4-390842|084.54317|-39.14514|0|5BZUJ0538-3908|17.7|-11.8|1| 0.2700|4|4FGL J0538.2-3910 | 0.63|2WHSPJ053810.3-390842
05 39 49.5600|-10 29 38.004|3HSPJ053949.6-102938|084.95650|-10.49389|0|              |16.5|-12.1|1| 0.4000|5|                  | 0.32|2WHSPJ053949.4-102938
05 40 30.0096|+58 23 38.400|3HSPJ054030.0+582338|085.12504|+58.39400|0|5BZBJ0540+5823|16.3|-11.2|1|       | |4FGL J0540.5+5823 | 2.51|2WHSPJ054029.9+582338
05 41 06.9192|-48 54 10.296|3HSPJ054106.9-485410|085.27883|-48.90286|0|              |16.6|-12.5|1| 0.6000|5|4FGL J0541.1-4854 | 0.13|
05 43 57.2088|-55 32 07.512|3HSPJ054357.0-553207|085.98837|-55.53542|0|5BZBJ0543-5532|16.9|-11.1|1| 0.2730|1|4FGL J0543.9-5531 | 3.16|2WHSPJ054357.1-553207
05 44 49.2000|-19 38 14.316|3HSPJ054449.2-193814|086.20500|-19.63731|0|              |15.7|-12.3|1|       | |                  | 0.20|2WHSPJ054449.1-193813
05 45 04.4808|+06 58 10.884|3HSPJ054504.5+065810|086.26867|+06.96969|0|              |15.3|-12.3|1|       | |                  | 0.20|2WHSPJ054504.3+065809
05 46 55.2000|-68 51 34.884|3HSPJ054655.0-685134|086.73000|-68.85969|0|              |17.2|-12.0|1| 0.2500|5|                  | 0.40|2WHSPJ054655.2-685133
05 46 56.7696|-22 04 57.288|3HSPJ054656.8-220457|086.73654|-22.08258|1|5BZBJ0546-2204|16.0|-12.5|2| 0.2800|1|4FGL J0546.9-2206 | 0.13|2WHSPJ054656.6-220456
05 47 46.5912|-46 07 09.912|3HSPJ054746.6-460709|086.94413|-46.11942|0|              |16.2|-12.8|1| 0.4300|5|                  | 0.06|2WHSPJ054746.4-460709
05 49 03.4008|-21 50 01.284|3HSPJ054903.0-215001|087.26417|-21.83369|0|              |15.7|-12.6|1| 0.3500|5|                  | 0.10|
05 49 06.8688|+32 58 03.684|3HSPJ054906.9+325803|087.27862|+32.96769|0|              |15.0|-11.9|3| 0.2500|5|4FGL J0549.0+3258 | 0.50|
05 50 26.5800|-43 57 03.204|3HSPJ055026.6-435703|087.61075|-43.95089|0|              |15.0|-12.5|2| 0.4000|5|4FGL J0550.5-4356 | 0.13|
05 50 40.5696|-32 16 16.392|3HSPJ055040.6-321616|087.66904|-32.27122|0|5BZGJ0550-3216|18.1|-10.7|1| 0.0690|1|4FGL J0550.5-3216 | 7.94|2WHSPJ055040.5-321615
05 51 02.0088|-47 24 29.808|3HSPJ055102.0-472429|087.75837|-47.40828|0|              |16.1|-12.0|1|       | |                  | 0.40|2WHSPJ055101.9-472429
05 53 33.1200|-20 34 18.912|3HSPJ055333.1-203418|088.38800|-20.57192|0|5BZBJ0553-2034|15.3|-11.8|1| 0.3800|3|4FGL J0553.5-2034 | 0.63|
05 54 11.1000|-27 57 29.808|3HSPJ055411.1-275729|088.54625|-27.95828|0|              |17.0|-12.1|2| 0.2310|1|                  | 0.32|2WHSPJ055411.0-275729
05 57 16.8288|-06 17 06.684|3HSPJ055716.8-061706|089.32012|-06.28519|0|              |17.8|-11.4|1| 0.2900|5|4FGL J0557.3-0615 | 1.58|2WHSPJ055716.7-061706
05 57 34.3008|-68 53 40.992|3HSPJ055734.0-685341|089.39292|-68.89472|2|              |15.2|-12.5|1|       | |                  | 0.13|2WHSPJ055734.3-685340
05 58 06.4200|-38 38 31.596|3HSPJ055806.4-383831|089.52675|-38.64211|0|5BZBJ0558-3838|16.6|-11.2|1| 0.3020|1|4FGL J0558.0-3837 | 2.51|2WHSPJ055806.4-383830
05 59 40.9896|+30 42 28.404|3HSPJ055941.0+304228|089.92079|+30.70789|0|              |15.4|-12.2|1| 0.3000|5|4FGL J0559.6+3044 | 0.25|
05 59 59.3208|+64 09 58.608|3HSPJ055959.3+640958|089.99717|+64.16628|0|              |16.9|-11.9|1| 0.3200|5|4FGL J0559.9+6409 | 0.50|2WHSPJ055959.2+640957
06 00 15.0000|+12 43 43.212|3HSPJ060015.0+124343|090.06250|+12.72867|0|              |16.0|-11.5|2| 0.1200|5|4FGL J0600.3+1244 | 1.26|
06 02 00.4392|+53 16 00.084|3HSPJ060200.4+531600|090.50183|+53.26669|0|              |16.3|-11.3|1| 0.0520|1|4FGL J0602.0+5315 | 2.00|2WHSPJ060200.4+531600
06 02 51.2904|-40 18 45.288|3HSPJ060251.3-401845|090.71371|-40.31258|0|              |15.1|-11.5|1|       | |4FGL J0602.8-4019 | 1.26|
06 04 08.6088|-48 17 25.188|3HSPJ060408.1-481725|091.03587|-48.29033|0|5BZBJ0604-4817|16.5|-11.5|1| 0.2300|4|4FGL J0604.1-4816 | 1.26|2WHSPJ060408.5-481725
06 04 33.7992|-40 37 54.696|3HSPJ060433.8-403754|091.14083|-40.63186|0|              |16.4|-12.2|1| 0.2800|5|                  | 0.25|2WHSPJ060433.7-403754
06 04 50.0400|+83 31 33.888|3HSPJ060450.0+833133|091.20850|+83.52608|1|              |16.3|-12.7|1| 0.3900|5|                  | 0.08|2WHSPJ060449.9+833132
06 06 35.7408|-47 29 54.816|3HSPJ060635.7-472954|091.64892|-47.49856|0|              |15.0|-11.6|1| 0.0370|1|4FGL J0606.5-4730 | 1.00|
06 07 14.3808|-25 18 59.508|3HSPJ060714.4-251859|091.80992|-25.31653|0|5BZBJ0607-2518|17.5|-12.0|1| 0.2750|1|4FGL J0607.2-2518 | 0.40|2WHSPJ060714.2-251859
06 07 36.4008|-74 23 36.996|3HSPJ060736.0-742337|091.90167|-74.39361|1|              |16.2|-12.6|1| 0.4800|5|                  | 0.10|2WHSPJ060736.4-742336
06 09 15.0600|-02 47 54.492|3HSPJ060915.1-024754|092.31275|-02.79847|0|5BZBJ0609-0247|15.4|-11.4|1| 0.2300|5|4FGL J0609.2-0247 | 1.58|
06 11 04.1208|+68 29 56.616|3HSPJ061104.1+682956|092.76717|+68.49906|1|              |16.2|-12.3|1| 0.5000|5|                  | 0.20|2WHSPJ061104.0+682956
06 11 06.5904|+43 23 57.300|3HSPJ061106.6+432357|092.77746|+43.39925|0|              |16.0|-12.5|2| 0.2800|5|4FGL J0611.1+4325 | 0.13|
06 15 18.2904|-78 28 30.000|3HSPJ061518.3-782830|093.82621|-78.47500|0|              |16.3|-12.0|1| 0.1120|1|                  | 0.40|2WHSPJ061518.1-782829
06 16 10.2888|-17 33 05.508|3HSPJ061610.3-173305|094.04287|-17.55153|0|              |17.5|-12.0|2| 0.5500|4|FL8Y J0616.1-1732 | 0.40|2WHSPJ061610.1-173305
06 17 02.7504|+43 40 33.816|3HSPJ061702.8+434033|094.26146|+43.67606|0|              |15.0|-12.1|3| 0.2600|5|4FGL J0616.9+4340 | 0.32|
06 17 40.9200|-17 15 57.492|3HSPJ061740.9-171557|094.42050|-17.26597|0|              |15.3|-11.7|1|       | |4FGL J0617.7-1715 | 0.79|
06 17 42.8592|-17 19 08.688|3HSPJ061742.9-171908|094.42858|-17.31908|0|              |16.4|-12.5|1| 0.1600|5|3FGL J0617.6-1717 | 0.13|
06 18 41.8200|-17 31 01.812|3HSPJ061841.8-173101|094.67425|-17.51717|0|              |16.2|-12.3|1| 0.5000|5|                  | 0.20|
06 19 49.5696|+57 35 48.984|3HSPJ061949.6+573549|094.95654|+57.59694|0|              |16.9|-11.9|1| 0.4500|5|                  | 0.50|2WHSPJ061949.4+573548
06 20 40.0488|+26 43 31.908|3HSPJ062040.0+264331|095.16687|+26.72553|0|              |16.9|-11.5|1| 0.1400|5|4FGL J0620.7+2643 | 1.26|2WHSPJ062040.0+264331
06 20 46.1304|-50 33 50.904|3HSPJ062046.1-503350|095.19221|-50.56414|1|              |15.0|-12.5|1| 0.2500|5|4FGL J0620.7-5034 | 0.13|
06 21 49.6896|-34 11 49.416|3HSPJ062149.7-341149|095.45704|-34.19706|0|5BZBJ0621-3411|17.7|-11.4|1| 0.5290|1|4FGL J0621.7-3411 | 1.58|2WHSPJ062149.6-341148
06 23 37.8696|-52 57 56.016|3HSPJ062337.9-525756|095.90779|-52.96556|2|5BZBJ0623-5257|16.0|-12.4|1| 0.2900|4|4FGL J0623.9-5259 | 0.16|2WHSPJ062337.7-525756
06 24 45.0504|-32 30 55.512|3HSPJ062445.1-323055|096.18771|-32.51542|0|5BZBJ0624-3230|16.6|-12.4|1| 0.2520|1|                  | 0.16|2WHSPJ062444.9-323055
06 25 50.4000|+48 58 06.888|3HSPJ062550.4+485806|096.46000|+48.96858|0|              |16.1|-12.2|1| 0.4000|5|                  | 0.25|2WHSPJ062550.3+485805
06 26 26.2800|-17 10 46.596|3HSPJ062626.3-171046|096.60950|-17.17961|0|              |16.6|-11.8|1| 0.7000|3|4FGL J0626.4-1712 | 0.63|2WHSPJ062626.2-171045
06 26 36.7104|-42 58 05.988|3HSPJ062636.7-425806|096.65296|-42.96833|0|              |15.5|-12.2|1| 0.2700|5|4FGL J0626.4-4259 | 0.25|2WHSPJ062636.7-425805
06 27 53.3688|-15 19 57.108|3HSPJ062753.4-151957|096.97237|-15.33253|0|              |17.3|-11.7|1| 0.2900|5|3FGL J0627.9-1517 | 0.79|2WHSPJ062753.2-151956
06 30 15.0600|-20 12 36.396|3HSPJ063015.1-201236|097.56275|-20.21011|0|              |16.4|-11.8|1| 0.2200|5|J063014.9-201236  | 0.63|2WHSPJ063014.9-201236
06 30 59.5200|-24 06 46.116|3HSPJ063059.5-240646|097.74800|-24.11281|0|5BZBJ0630-2406|15.1|-11.2|1| 1.2390|3|4FGL J0630.9-2406 | 2.51|2WHSPJ063059.5-240646
06 32 57.9000|+59 15 41.796|3HSPJ063257.1+591541|098.24125|+59.26161|0|              |16.9|-12.3|1| 0.2800|5|                  | 0.20|2WHSPJ063257.9+591541
06 33 31.0104|-16 29 51.108|3HSPJ063331.0-162951|098.37921|-16.49753|0|              |15.2|-11.4|1|       | |                  | 1.58|
06 33 59.7096|+58 40 35.796|3HSPJ063359.1+584035|098.49879|+58.67661|0|              |15.0|-12.4|3| 0.2900|5|4FGL J0633.9+5840 | 0.16|
06 38 41.4408|-26 17 44.088|3HSPJ063841.4-261744|099.67267|-26.29558|1|              |15.6|-12.2|1|       | |                  | 0.25|2WHSPJ063841.4-261744
06 40 07.1808|-12 53 15.000|3HSPJ064007.2-125315|100.02992|-12.88750|0|              |17.1|-10.9|1| 0.1100|5|4FGL J0640.0-1253 | 5.01|2WHSPJ064007.0-125314
06 40 50.3400|+24 33 19.188|3HSPJ064050.3+243319|100.20975|+24.55533|0|              |16.4|-12.1|1| 0.2700|5|4FGL J0640.8+2432 | 0.32|
06 43 26.7192|+42 14 18.708|3HSPJ064326.7+421418|100.86133|+42.23853|0|5BZGJ0643+4214|17.2|-11.6|1| 0.0890|1|                  | 1.00|
06 44 35.7096|+60 38 51.108|3HSPJ064435.1+603851|101.14879|+60.64753|0|              |15.5|-12.3|1| 0.3300|5|4FGL J0644.6+6039 | 0.20|
06 44 43.7400|-28 51 16.488|3HSPJ064443.7-285116|101.18225|-28.85458|0|              |16.1|-11.9|1| 0.3500|4|4FGL J0644.6-2853 | 0.50|2WHSPJ064443.6-285115
06 47 10.0392|-51 35 47.796|3HSPJ064710.0-513547|101.79183|-51.59661|0|              |17.9|-11.2|1| 0.2200|5|4FGL J0647.0-5138 | 2.51|2WHSPJ064710.0-513547
